amp,beyond.std,kurt,skew,std,var.type
1.440018,0.0575757575757576,17.6442761259345,3.94762969558304,0.494914225428297,1
0.0908014999999995,0.39647577092511,2.13047795672121,0.32115179471054,0.0378037154528267,0
0.994306,0.261261261261261,7.72397829001641,-0.351430281492175,0.228993187275223,0
0.861592,0.270358306188925,16.3399424001615,-1.57175618885763,0.151832847346135,0
0.6781055,0.0453172205438066,101.291602899473,8.20326184576827,0.086082340380589,1
0.1799535,0.310810810810811,3.089943525466,0.344997197370392,0.0625620088416165,0
0.268107499999999,0.255737704918033,21.286163137179,2.30937633048445,0.0485326785394101,0
0.0758155,0.382882882882883,2.30104716806486,0.35696199218517,0.036113293882812,0
0.788203500000001,0.0412371134020619,179.239057035523,11.8395331122876,0.095009984572887,1
0.590807,0.324074074074074,2.83677341276969,0.0172420103338936,0.221242142730311,0
0.1484345,0.374172185430464,2.26918523985116,-0.000234409599030929,0.0591880658533343,0
2.8488285,0.00684931506849315,171.117026920216,-9.19648694873149,0.254579010514689,1
0.137777,0.404040404040404,1.92915943878337,0.157724169575725,0.0696663351377443,0
0.132153,0.388888888888889,2.7299492590033,0.351309920009726,0.0466731630752363,0
0.1164805,0.365217391304348,2.47245947549947,-0.192691917286582,0.0538952130677215,0
0.5148995,0.296511627906977,3.64406619132462,0.852168007691942,0.201764446521262,0
0.183027,0.375,2.38769079164235,0.0848130036900633,0.0781650251740822,1
0.3069045,0.326666666666667,4.21298620212426,-0.469001965557059,0.0842554091933951,0
0.0642060000000004,0.373913043478261,1.96774935935838,0.121527459800604,0.0325681504150132,0
0.213721,0.260089686098655,3.35197062809705,0.994100203617357,0.0871636614877369,0
0.0945944999999995,0.382608695652174,1.92804360233633,-0.159170533040157,0.0469267729322969,1
0.21984,0.282758620689655,18.627743280373,-2.00789768854142,0.0390410053280589,0
0.0998035000000002,0.378571428571429,2.23618591625054,0.0566913361788623,0.0419629229227649,0
0.6769225,0.179577464788732,6.90194329851204,1.72505773434054,0.212257832900936,1
0.187299,0.264084507042254,9.90575637677606,1.51177198373974,0.0434712256266091,1
0.3122735,0.27972027972028,12.2096057404834,1.29450482105799,0.0573752889236303,1
0.4800465,0.229773462783172,24.5145809940373,2.4805529732372,0.0814062357061423,0
1.223188,0.256849315068493,5.13794245238014,0.315029446712052,0.286977699493469,0
0.544102500000001,0.124590163934426,9.55179174318835,2.46405010674387,0.173743461720861,1
0.7277855,0.320833333333333,3.23130771667308,0.104255597654317,0.237998087337804,1
0.731701500000002,0.354978354978355,2.58482040425356,0.0243038933751717,0.290583889791097,1
0.226172999999999,0.395348837209302,1.79632866263996,0.352839562399731,0.124754626808171,1
0.0793785000000007,0.4,2.30883969107419,-0.368847925233081,0.0390987849521549,1
0.490219999999999,0.341463414634146,2.44979872278785,-0.0720459417857624,0.207303672277605,1
0.130146,0.349397590361446,2.73945702701178,-0.102050927867393,0.0437242433329341,0
0.3311805,0.349775784753363,2.6715735015378,0.175720857589439,0.12919743109585,0
1.0674475,0.293436293436293,4.35441059683571,0.829846215297853,0.351479274044197,0
0.272874,0.426086956521739,1.79494320469226,0.229197783396026,0.147865759174247,0
0.5038695,0.274774774774775,16.8268359469229,2.17173627013845,0.10503283312134,0
0.235115500000001,0.327402135231317,2.70897043860727,0.351563405009034,0.0887844406880411,0
0.254058000000001,0.327935222672065,2.87865427203657,0.0272274349611588,0.0935031938523143,0
0.398903500000001,0.197309417040359,6.15551863734612,1.63809219380917,0.128807418699744,0
0.2096285,0.331521739130435,2.71692488446484,0.638117511879425,0.0904466899695535,0
1.4858765,0.329113924050633,3.00253680684031,0.19322959837506,0.517188560571868,1
0.391264000000001,0.0756013745704467,121.92423518337,8.90703593154691,0.0520604803967785,0
0.436453,0.191919191919192,5.06440216271563,1.55695849091376,0.165788233956056,1
0.9602505,0.0103806228373702,208.279318525133,13.2854094214244,0.114577694641948,0
0.324545000000001,0.354651162790698,2.26307077784208,0.00249967578859575,0.143057441246553,1
0.3601985,0.13953488372093,6.90288018827377,2.05630598105025,0.137186759233853,1
0.7408175,0.216814159292035,4.66187718182034,1.20942650076304,0.214874943240156,0
0.3913265,0.283333333333333,5.06880904880804,-0.50356042985887,0.110186826379627,0
0.173046,0.365217391304348,2.43018855130342,0.419375330107064,0.0840378554529353,0
0.851826,0.0603448275862069,48.344707992633,5.5392866015229,0.177103820320929,0
0.462999999999999,0.273913043478261,3.72677971196543,0.585752011034164,0.156580133261146,0
0.217833000000001,0.345195729537367,2.72637082293033,0.269113781570982,0.075377397770585,0
0.205072,0.28804347826087,2.75969274880033,0.235765830254738,0.0871758275335125,0
0.600065499999999,0.2,10.1393266340733,0.462669397633349,0.125486653869809,0
0.917215500000001,0.26510067114094,5.77713555141642,0.301518723146432,0.209186216508671,0
0.353223999999999,0.28695652173913,2.73910481325358,0.874847975106971,0.173169464796659,0
0.377697,0.156363636363636,6.6969911666778,1.82336009793862,0.116932924188819,1
0.7241745,0.0790378006872852,132.015351222207,9.33312464014235,0.091639504750502,0
1.2471585,0.00862068965517241,103.872048714537,9.89825755795862,0.225652530117126,1
0.591853499999999,0.155172413793103,6.24215423202234,1.85669669235117,0.21855431489027,0
0.2406718,0.406015037593985,1.87232773917553,0.0436579669748604,0.130912650304127,0
0.464687000000001,0.178723404255319,6.77926891857845,0.802349228624721,0.11226164828956,0
0.602580999999999,0.175115207373272,7.91622048207346,2.02860689756873,0.210769619867573,0
0.359984,0.484581497797357,1.78535968200688,0.268096357802221,0.149356771523656,0
0.300673,0.22,4.78973639769411,1.43124527328292,0.122068307083381,1
0.156473999999999,0.343915343915344,3.02077308980493,-0.197445472243768,0.0536348019172331,0
1.1133585,0.301724137931034,5.87176682831587,0.388212328360078,0.31971180611199,1
0.7771085,0.262910798122066,10.2990556849919,1.31172576060579,0.158344526480113,0
0.246424500000001,0.422818791946309,1.91512383228509,0.279888212226138,0.122006425702128,0
0.265772500000001,0.328947368421053,2.79840337006131,0.196782041090463,0.0904977506616783,0
0.2437445,0.346570397111913,2.42133252981784,0.298929561866433,0.0963623506965797,0
0.288723,0.321739130434783,2.69110628278709,0.789813602589536,0.141173236572765,0
0.29406,0.274509803921569,4.41050148039121,0.991490875825103,0.110252158197917,0
0.901108999999999,0.25,17.9400080526186,-1.23157489029328,0.145700792951088,0
0.4964855,0.262773722627737,2.68190749767075,0.760517423258474,0.204139107666575,0
0.364004,0.116788321167883,10.1408672992361,2.67224544198587,0.119873386567078,1
0.502551,0.111510791366906,8.62890021036839,2.13850378366658,0.128145927143315,1
0.135739500000001,0.348484848484849,2.68568936890163,0.00484291554769019,0.0525057848798441,0
1.8657375,0.0297029702970297,141.911234689464,9.80960186931754,0.229495484231301,0
0.386993,0.329113924050633,1.99465846026267,0.619354362302467,0.19144848696598,0
0.315431499999999,0.297297297297297,3.59927439259743,-0.104794567938955,0.0937105147767776,0
0.3554885,0.30952380952381,3.6170420287344,0.272743357316802,0.096485616352516,0
0.2494445,0.422413793103448,1.71619211982709,0.457922159418098,0.152745232170633,1
0.792099,0.339285714285714,2.64724734283827,0.0103994957724159,0.300532142060051,1
0.918749,0.0261780104712042,128.740394559467,-10.1081468908168,0.122005576495243,0
0.256686999999999,0.382671480144404,2.39167642947874,0.225416354241256,0.0956471639572061,0
0.469995999999999,0.100334448160535,15.9829592410141,3.30227406331158,0.121142427770528,1
0.238932999999999,0.369774919614148,2.28675683851685,0.136588435502015,0.077331816978288,1
0.4764685,0.389655172413793,2.05552348685739,-0.252035062582833,0.198212467577275,1
0.656046,0.351694915254237,2.66170234382424,-0.09085943623511,0.24357588380547,1
1.433566,0.0881226053639847,98.6944318102661,-7.5455484454998,0.186758921991038,0
0.1166155,0.390134529147982,2.24675789733089,-0.00934479354635002,0.0447286862578101,0
0.3393205,0.354430379746835,3.2754422476802,-0.170101113719623,0.103106886286651,1
0.7946444,0.302439024390244,9.4029184921573,1.10757548884006,0.165158001984084,0
0.2213695,0.352564102564103,2.06634574549207,0.46461591580732,0.119343408912829,0
0.330281,0.137184115523466,5.42731583998547,1.86215151627875,0.155052350358337,1
1.1031305,0.0891089108910891,13.63839376981,3.30777779183903,0.35604497411308,1
0.2541095,0.161716171617162,5.18632767805486,1.63926653369984,0.0996868117089635,0
0.32487,0.338645418326693,2.07239467752603,0.688142369432555,0.167838977554791,0
0.870163999999999,0.282894736842105,3.60940699491525,0.863325720781774,0.28547772932791,0
0.177996,0.369281045751634,3.65578402483145,0.0703894293743904,0.0446230381940681,0
0.2500015,0.264285714285714,2.97550687687386,1.01999225151249,0.13394118672424,0
0.2669745,0.352564102564103,2.65815006220319,0.387019915527738,0.0866490056447761,0
0.634423000000001,0.335329341317365,2.26112720149961,-0.819487905605296,0.382502933454674,1
0.282325500000001,0.315112540192926,2.74555225073606,0.0946317575415115,0.106984866512639,0
